_id,payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update
68f0ca78a9bfe00e38272972,2783,103,2,6697,6.99,2005-07-12T12:44:57.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272973,2784,103,2,6949,2.99,2005-07-26T23:44:12.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272974,2785,103,1,7310,0.99,2005-07-27T13:00:55.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272975,2786,103,2,7472,6.99,2005-07-27T19:04:19.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272976,2787,103,1,8302,0.99,2005-07-29T03:01:24.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272977,2788,103,1,8520,4.99,2005-07-29T10:10:02.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272978,2789,103,2,9390,4.99,2005-07-30T19:42:07.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272979,2790,103,2,12942,7.99,2005-08-19T05:40:36.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297a,2791,103,1,13676,0.99,2005-08-20T08:33:21.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297b,2792,103,2,14064,2.99,2005-08-20T22:39:16.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297c,2793,103,2,14289,4.99,2005-08-21T06:58:49.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297d,2794,103,2,15401,8.99,2005-08-22T23:13:10.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297e,2795,103,1,15461,5.99,2005-08-23T01:13:52.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e3827297f,2796,103,1,15467,3.99,2005-08-23T01:22:12.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272980,2797,103,1,15599,5.99,2005-08-23T06:25:07.000Z,2006-02-15T22:13:01.000Z
68f0ca78a9bfe00e38272981,2798,103,2,15679,0.99,2005-08-23T09:27:29.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272982,2799,103,2,16048,8.99,2005-08-23T22:43:07.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272983,2800,104,1,163,10.99,2005-05-26T02:26:23.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272984,2801,104,2,808,3.99,2005-05-29T19:08:20.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272985,2802,104,2,1287,3.99,2005-06-15T08:41:38.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272986,2803,104,1,2107,0.99,2005-06-17T19:31:16.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272987,2804,104,2,2928,0.99,2005-06-20T04:43:45.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272988,2805,104,2,3273,2.99,2005-06-21T05:24:17.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272989,2806,104,2,4012,4.99,2005-07-07T00:56:09.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298a,2807,104,2,4438,6.99,2005-07-07T22:56:17.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298b,2808,104,2,4520,4.99,2005-07-08T02:53:46.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298c,2809,104,1,4529,7.99,2005-07-08T03:26:20.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298d,2810,104,1,4917,2.99,2005-07-08T21:32:30.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298e,2811,104,1,5376,1.99,2005-07-09T18:54:08.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827298f,2812,104,2,7107,2.99,2005-07-27T05:22:04.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272990,2813,104,1,8413,1.99,2005-07-29T06:47:39.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272991,2814,104,1,9090,3.99,2005-07-30T08:24:42.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272992,2815,104,2,9996,5.99,2005-07-31T17:32:03.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272993,2816,104,1,11700,2.99,2005-08-17T07:12:31.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272994,2817,104,1,12453,3.99,2005-08-18T11:17:07.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272995,2818,104,1,13005,0.99,2005-08-19T07:45:42.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272996,2819,104,1,13017,1.99,2005-08-19T08:02:24.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272997,2820,104,1,13179,4.99,2005-08-19T13:59:53.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272998,2821,104,1,13410,3.99,2005-08-19T22:41:44.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e38272999,2822,104,1,14218,3.99,2005-08-21T04:43:59.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299a,2823,104,2,15186,0.99,2005-08-22T15:52:57.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299b,2824,105,1,327,8.99,2005-05-27T01:18:57.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299c,2825,105,2,473,7.99,2005-05-27T21:36:34.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299d,2826,105,1,485,2.99,2005-05-27T23:40:52.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299e,2827,105,1,779,6.99,2005-05-29T14:17:17.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e3827299f,2828,105,2,1789,3.99,2005-06-16T19:49:18.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a0,2829,105,2,1991,3.99,2005-06-17T10:49:23.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a1,2830,105,2,2635,3.99,2005-06-19T09:08:45.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a2,2831,105,2,5261,4.99,2005-07-09T14:06:56.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a3,2832,105,1,5429,4.99,2005-07-09T21:14:03.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a4,2833,105,2,5542,2.99,2005-07-10T02:45:53.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a5,2834,105,2,5677,4.99,2005-07-10T08:41:28.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a6,2835,105,2,6546,4.99,2005-07-12T04:57:17.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a7,2836,105,1,7442,2.99,2005-07-27T17:47:00.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a8,2837,105,2,8980,2.99,2005-07-30T04:22:15.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729a9,2838,105,2,9124,3.99,2005-07-30T09:43:12.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729aa,2839,105,2,9198,5.99,2005-07-30T12:37:08.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729ab,2840,105,2,9210,9.99,2005-07-30T12:56:44.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729ac,2841,105,1,10513,4.99,2005-08-01T11:37:34.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729ad,2842,105,1,12217,0.99,2005-08-18T02:44:44.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729ae,2843,105,2,12899,2.99,2005-08-19T04:03:34.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729af,2844,105,1,13057,6.99,2005-08-19T09:40:05.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b0,2845,105,1,13751,2.99,2005-08-20T11:17:03.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b1,2846,105,2,14048,0.99,2005-08-20T22:03:18.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b2,2847,105,2,15624,4.99,2005-08-23T07:24:27.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b3,2848,105,2,15688,4.99,2005-08-23T09:48:45.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b4,2849,105,2,15803,2.99,2005-08-23T14:27:07.000Z,2006-02-15T22:13:02.000Z
68f0ca78a9bfe00e382729b5,2850,106,2,552,3.99,2005-05-28T07:53:38.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729b6,2851,106,2,1156,0.99,2005-05-31T22:37:34.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729b7,2852,106,1,2295,4.99,2005-06-18T07:56:18.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729b8,2853,106,1,3023,4.99,2005-06-20T11:18:11.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729b9,2854,106,1,4229,4.99,2005-07-07T12:43:23.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ba,2855,106,2,4277,2.99,2005-07-07T14:52:12.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729bb,2856,106,1,4665,3.99,2005-07-08T10:04:24.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729bc,2857,106,2,5453,3.99,2005-07-09T22:24:11.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729bd,2858,106,2,6992,0.99,2005-07-27T01:04:45.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729be,2859,106,1,7224,3.99,2005-07-27T09:44:26.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729bf,2860,106,1,7483,4.99,2005-07-27T19:25:00.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c0,2861,106,1,8115,4.99,2005-07-28T19:14:17.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c1,2862,106,2,9072,2.99,2005-07-30T07:45:49.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c2,2863,106,2,9747,7.99,2005-07-31T09:16:57.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c3,2864,106,2,10213,8.99,2005-08-01T01:03:18.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c4,2865,106,1,10228,2.99,2005-08-01T01:43:18.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c5,2866,106,1,10444,8.99,2005-08-01T09:01:40.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c6,2867,106,2,11436,0.99,2005-08-02T20:16:06.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c7,2868,106,1,12159,7.99,2005-08-18T00:36:09.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c8,2869,106,1,12845,2.99,2005-08-19T02:02:37.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729c9,2870,106,2,14431,2.99,2005-08-21T11:31:15.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ca,2871,106,1,14920,0.99,2005-08-22T05:08:58.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729cb,2872,106,1,15154,6.99,2005-08-22T14:27:37.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729cc,2873,107,1,170,5.99,2005-05-26T03:11:12.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729cd,2874,107,1,1026,5.99,2005-05-31T03:45:26.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ce,2875,107,2,1243,2.99,2005-06-15T05:07:32.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729cf,2876,107,2,2693,6.99,2005-06-19T13:11:47.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d0,2877,107,2,2860,4.99,2005-06-19T23:20:40.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d1,2878,107,2,2897,3.99,2005-06-20T02:34:23.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d2,2879,107,1,3033,3.99,2005-06-20T12:02:05.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d3,2880,107,2,3120,0.99,2005-06-20T18:19:29.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d4,2881,107,2,3174,0.99,2005-06-20T22:24:00.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d5,2882,107,2,3824,6.99,2005-07-06T15:43:15.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d6,2883,107,2,5311,4.99,2005-07-09T16:02:54.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d7,2884,107,2,5575,2.99,2005-07-10T03:55:50.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d8,2885,107,2,5798,3.99,2005-07-10T14:45:09.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729d9,2886,107,2,6131,2.99,2005-07-11T08:22:05.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729da,2887,107,2,6133,0.99,2005-07-11T08:25:22.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729db,2888,107,1,6811,5.99,2005-07-12T17:54:33.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729dc,2889,107,2,6934,6.99,2005-07-26T23:11:03.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729dd,2890,107,2,7447,4.99,2005-07-27T18:02:08.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729de,2891,107,1,7600,7.99,2005-07-27T23:41:18.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729df,2892,107,1,8162,4.99,2005-07-28T21:11:46.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e0,2893,107,2,8704,1.99,2005-07-29T17:13:45.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e1,2894,107,1,9155,2.99,2005-07-30T11:00:00.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e2,2895,107,2,9351,2.99,2005-07-30T18:28:30.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e3,2896,107,1,10226,4.99,2005-08-01T01:40:04.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e4,2897,107,2,13361,4.99,2005-08-19T21:07:22.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e5,2898,107,1,13510,6.99,2005-08-20T02:18:30.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e6,2899,107,1,14562,4.99,2005-08-21T16:22:59.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e7,2900,107,1,15560,3.99,2005-08-23T05:01:13.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e8,2901,107,1,13079,1.98,2006-02-14T15:16:03.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729e9,2902,107,1,15497,0,2006-02-14T15:16:03.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ea,2903,108,1,105,4.99,2005-05-25T17:54:12.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729eb,2904,108,2,1055,0.99,2005-05-31T07:47:18.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ec,2905,108,2,1372,4.99,2005-06-15T14:45:48.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ed,2906,108,1,1425,2.99,2005-06-15T18:13:46.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ee,2907,108,1,2061,8.99,2005-06-17T15:47:00.000Z,2006-02-15T22:13:03.000Z
68f0ca78a9bfe00e382729ef,2908,108,1,2210,2.99,2005-06-18T02:27:01.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f0,2909,108,2,3116,4.99,2005-06-20T18:04:55.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f1,2910,108,1,3875,0.99,2005-07-06T18:15:39.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f2,2911,108,2,4082,2.99,2005-07-07T05:11:53.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f3,2912,108,1,4303,1.99,2005-07-07T16:57:32.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f4,2913,108,1,4650,4.99,2005-07-08T09:32:08.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f5,2914,108,1,4754,0.99,2005-07-08T14:20:01.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f6,2915,108,2,5274,6.99,2005-07-09T14:34:09.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f7,2916,108,1,5661,5.99,2005-07-10T07:53:51.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f8,2917,108,2,5806,4.99,2005-07-10T15:11:54.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729f9,2918,108,1,6841,0.99,2005-07-12T19:04:24.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729fa,2919,108,2,8329,5.99,2005-07-29T04:06:33.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729fb,2920,108,2,8587,4.99,2005-07-29T12:18:40.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729fc,2921,108,1,8846,4.99,2005-07-29T23:10:28.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729fd,2922,108,2,9755,4.99,2005-07-31T09:24:55.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729fe,2923,108,1,11316,5.99,2005-08-02T16:07:49.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e382729ff,2924,108,2,11445,6.99,2005-08-02T20:33:35.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a00,2925,108,2,11759,2.99,2005-08-17T09:41:23.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a01,2926,108,1,12583,2.99,2005-08-18T15:51:36.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a02,2927,108,2,12625,6.99,2005-08-18T17:36:19.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a03,2928,108,2,13754,2.99,2005-08-20T11:18:08.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a04,2929,108,2,14635,3.99,2005-08-21T18:51:43.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a05,2930,108,2,15556,8.99,2005-08-23T04:52:16.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a06,2931,108,1,16001,2.99,2005-08-23T20:45:53.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a07,2932,108,1,15294,4.99,2006-02-14T15:16:03.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a08,2933,109,1,203,5.99,2005-05-26T07:27:57.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a09,2934,109,1,386,0.99,2005-05-27T10:26:31.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0a,2935,109,2,622,3.99,2005-05-28T15:58:22.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0b,2936,109,1,698,0.99,2005-05-29T02:10:52.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0c,2937,109,1,1061,7.99,2005-05-31T08:27:58.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0d,2938,109,1,1106,4.99,2005-05-31T14:36:52.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0e,2939,109,1,1115,2.99,2005-05-31T16:07:09.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a0f,2940,109,2,1581,2.99,2005-06-16T04:28:45.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a10,2941,109,2,1891,3.99,2005-06-17T04:16:44.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a11,2942,109,2,2198,6.99,2005-06-18T01:51:22.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a12,2943,109,2,2679,5.99,2005-06-19T12:12:30.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a13,2944,109,2,3076,5.99,2005-06-20T15:01:19.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a14,2945,109,1,4921,4.99,2005-07-08T21:43:21.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a15,2946,109,1,5027,2.99,2005-07-09T02:32:37.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a16,2947,109,2,5296,2.99,2005-07-09T15:26:27.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a17,2948,109,2,6920,6.99,2005-07-12T22:32:58.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a18,2949,109,2,7145,0.99,2005-07-27T07:01:00.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a19,2950,109,1,8006,3.99,2005-07-28T15:15:41.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1a,2951,109,1,9230,0.99,2005-07-30T13:39:42.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1b,2952,109,1,9871,2.99,2005-07-31T13:25:46.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1c,2953,109,2,10240,0.99,2005-08-01T02:09:33.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1d,2954,109,2,10892,3.99,2005-08-02T01:12:06.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1e,2955,109,2,12137,6.99,2005-08-17T23:52:26.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a1f,2956,109,1,13264,3.99,2005-08-19T17:27:10.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a20,2957,109,2,15398,7.99,2005-08-22T23:10:49.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a21,2958,109,2,15677,2.99,2005-08-23T09:23:36.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a22,2959,110,1,515,7.99,2005-05-28T03:10:10.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a23,2960,110,2,538,1.99,2005-05-28T06:21:05.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a24,2961,110,2,1528,8.99,2005-06-16T00:32:52.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a25,2962,110,1,3587,4.99,2005-07-06T04:27:52.000Z,2006-02-15T22:13:04.000Z
68f0ca78a9bfe00e38272a26,2963,110,1,4317,2.99,2005-07-07T17:44:49.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a27,2964,110,2,4827,4.99,2005-07-08T17:46:30.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a28,2965,110,1,6160,4.99,2005-07-11T10:08:13.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a29,2966,110,1,7474,0.99,2005-07-27T19:07:17.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2a,2967,110,2,7542,0.99,2005-07-27T21:43:04.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2b,2968,110,1,7570,2.99,2005-07-27T22:40:06.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2c,2969,110,1,11647,7.99,2005-08-17T04:54:14.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2d,2970,110,2,12585,3.99,2005-08-18T15:52:12.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2e,2971,110,1,13723,2.99,2005-08-20T10:05:30.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a2f,2972,110,2,15381,2.99,2005-08-22T22:28:36.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a30,2973,111,2,505,2.99,2005-05-28T02:06:37.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a31,2974,111,1,1593,6.99,2005-06-16T05:14:52.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a32,2975,111,2,1974,2.99,2005-06-17T09:30:05.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a33,2976,111,2,1999,1.99,2005-06-17T11:30:08.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a34,2977,111,2,2297,4.99,2005-06-18T08:17:41.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a35,2978,111,2,3087,2.99,2005-06-20T15:53:59.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a36,2979,111,2,3333,2.99,2005-06-21T10:01:36.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a37,2980,111,2,3485,1.99,2005-07-05T23:25:54.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a38,2981,111,1,3551,3.99,2005-07-06T02:33:48.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a39,2982,111,2,3963,9.99,2005-07-06T22:19:17.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3a,2983,111,1,4249,4.99,2005-07-07T14:05:17.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3b,2984,111,2,4286,0.99,2005-07-07T15:36:44.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3c,2985,111,1,6896,2.99,2005-07-12T21:25:37.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3d,2986,111,2,8525,0.99,2005-07-29T10:20:19.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3e,2987,111,2,9933,0.99,2005-07-31T15:24:46.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a3f,2988,111,2,10039,2.99,2005-07-31T18:50:40.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a40,2989,111,2,10602,4.99,2005-08-01T14:30:23.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a41,2990,111,1,10952,4.99,2005-08-02T03:28:21.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a42,2991,111,2,10990,4.99,2005-08-02T04:41:06.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a43,2992,111,2,11239,2.99,2005-08-02T13:27:11.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a44,2993,111,2,12196,3.99,2005-08-18T02:08:48.000Z,2006-02-15T22:13:05.000Z
68f0ca78a9bfe00e38272a45,2994,111,2,13251,2.99,2005-08-19T16:48:37.000Z,2006-02-15T22:13:05.000Z
